	title	label
3260	CCMPerf: A benchmarking tool for CORBA Component Model mplementations	0
3261	A novel out-of-band signaling mechanism for enhanced real-time support in tactical ad hoc wireless networks	1
3262	Fair integrated scheduling of soft real-time tardiness classes on multiprocessors	2
3263	Maintaining data freshness in distributed real-time databases	3
3264	An effective motion vector re-estimation method for low bit-rate video transcoding	1
3265	Performance modeling and validation of a software system in a RT-UML-based simulative environment	0
3266	A real-time isolate specification for Ravenscar-Java	0
3267	UML based design of time triggered systems	0
3268	Illegal references in a real-time Java concurrent environment	0
3269	A UML-based methodology for the system design of a wireless LAN prototype	1
3270	A Real-Time Artificially Intelligent Monitoring System for Nuclear Power Plants Operators Support	1
3271	Diagnostics and Surveillance Methods in Nuclear Systems for Real-Time Applications	1
3272	Enhancing Cross-Correlation Analysis with Artificial Neural Networks for Nuclear Power Plant Feedwater Flow Measurement	0
3273	Timing analysis of optimized code	0
3274	A consensus protocol for CAN-based systems	1
3275	Generating formal models for real-time verification by exact low-level runtime analysis of synchronous programs	0
3276	Timeliness assurance via hybrid approaches during design of distributed embedded computing systems	0
3277	QoS modeling language for high quality systems	0
3278	Real-time support for mobile robotics	0
3279	Mirror hopping approach for selective denial of service prevention	0
3280	Scheduling of early quantum tasks	0
3281	A general mathematical model for run-time distributions in a passively replicated fault tolerant system	0
3282	Analysis of safety related architectures	0
3283	Starting conditions for post-mortem debugging using deterministic replay of real-time systems	0
3284	Towards predictable real-time Java object request brokers	3
3285	Compliant control and software agents for Internet robotics	3
3286	A comparison of MPCP and MSRP when sharing resources in the Janus multiple-processor on a chip platform	2
3287	Improving scalability of task allocation and scheduling in large distributed real-time systems using shared buffers	3
3288	Application-defined scheduling in Ada	2
3289	An optimal atomic broadcast protocol and an implementation framework	0
3290	Extending UML towards a useful OO-language for modeling dependability features	0
3291	VEST: An aspect-based composition tool for real-time systems	0
3292	Resource sharing in an enhanced rate-based execution model	2
3293	Lessons learned in designing and evaluating railway control systems	0
3294	Template-based real-time dwell scheduling with energy constraint	2
3295	Decentralized resource management and fault-tolerance for distributed CORBA applications	0
3296	Parallel implementation of exact dilations and multi-scale skeletonization	0
3297	Evaluating the expressive power of the real-time specification for Java	0
3298	Specification of real-time imaging systems using the UML	0
3299	An agent architecture for network support of distributed simulation	1
3300	A new class of computational RAM architectures for real-time MPEG-4 applications	0
3301	Issues with object orientation in verifying safety-critical systems	0
3302	A lightweight middleware protocol for ad hoc distributed object computing in ubiquitous computing environments	1
3303	Application specific coarse-grained FPGA for processing element in real time parallel particle filters	4
3304	A catalog of hardware acceleration techniques for real-time reconfigurable system on chip	0
3305	The aperiodic multiprocessor utilization bound for liquid tasks	0
3306	Optimal partitioning for quantized EDF scheduling	2
3307	Dynamic scan scheduling	0
3308	A retrospective on real-time imaging, a new taxonomy and a roadmap for the future	0
3309	Interlayer jitter index for the transmission of layered video stream over the internet	0
3310	Approximate real-time clocks for scheduled events	0
3311	PERFOSIM: A performance evaluation tool for HLA distributed simulations	1
3313	Scalable group membership service for mobile Internet	0
3314	Enhancing the DiffServ architecture of a simulation environment	0
3315	Distributed object-oriented real-time simulation of the multicast protocol RFRM	0
3316	Configurable services for mobile users	3
3317	Handling FT-CORBA compliant interoperable object group references	0
3318	On scheduling 3D model transmission in network virtual environments	1
3319	Role-based access control for CORBA distributed object systems	3
3320	An overhead reducing technique for Time Warp	1
3321	Mobile agent model for distributed object systems	0
3322	A technique for managing complexity of use cases for large complex embedded systems	0
3323	Performance trade-off in distributed simulation	3
3324	A 2.3GHz CMOS transimpedance preamplifier for optical communication	0
3325	Small program for fast data acquisition in Windows environment	4
3326	Simulation and analysis of network on chip architecture for wireless communication system	0
3327	Performance of the H1 fast track trigger - Operation and commissioning results	0
3329	Operation shuffling for low energy L0 cluster generation on heterogeneous VLIW processors	0
3330	Feedback control static scheduling for real-time distributed embedded systems	2
3331	The research on real-time middleware for open architecture controller	0
3332	Development of WEB-based DAQ system for the DCBA experiment	0
3333	Multipath load-balancing delivery based on decisive energy ratio in wireless sensor networks	0
3334	Development and tests of the event filter for the ATLAS Experiment	0
3335	On the adequacy of UML-RT for performance validation of an SDK telecommunication system	0
3336	Event-based programming models for monitoring of distributed information systems	3
3338	Electronics dedicated to multi-anode photomultiplier tubes for imaging scintigraphic devices	0
